locus_tag	ftype	length_bp	gene	EC_number	COG	product
FCDJCBPM_01258	gene	1425	sasA_1			
FCDJCBPM_01259	gene	510	crr			
FCDJCBPM_01260	gene	1728	ptsI_2			
FCDJCBPM_01261	gene	258	ptsH_2			
FCDJCBPM_01262	gene	966	cysK			
FCDJCBPM_01263	gene	774	cysZ			
FCDJCBPM_01264	gene	1014	zipA			
FCDJCBPM_01265	gene	2025	ligA			
FCDJCBPM_01266	gene	216				
FCDJCBPM_01267	gene	933	rfuD			
FCDJCBPM_01268	gene	1110				
FCDJCBPM_01269	gene	1662	lsrA_1			
FCDJCBPM_01270	gene	1026				
FCDJCBPM_01271	gene	450				
FCDJCBPM_01272	gene	444	yjaB			
FCDJCBPM_01273	gene	447	marR			
FCDJCBPM_01274	gene	1458	ttgI			
FCDJCBPM_01275	gene	1236	emrA_2			
FCDJCBPM_01276	gene	1521	emrB_1			
FCDJCBPM_01277	gene	2568				
FCDJCBPM_01278	gene	76				
FCDJCBPM_01279	gene	76				
FCDJCBPM_01280	gene	76				
FCDJCBPM_01281	gene	76				
FCDJCBPM_01282	gene	1410	gltX			
FCDJCBPM_01283	gene	76				
FCDJCBPM_01284	gene	76				
FCDJCBPM_01285	gene	1185	nupC			
FCDJCBPM_01286	gene	1239	mntH_1			
FCDJCBPM_01287	gene	990	gpr_1			
FCDJCBPM_01288	gene	741	ygeA			
FCDJCBPM_01289	gene	966	glk			
FCDJCBPM_01290	gene	729	ypdB			
FCDJCBPM_01291	gene	1677	ypdA			
FCDJCBPM_01292	gene	1245	alaC			
FCDJCBPM_01293	gene	318	gdx			
FCDJCBPM_01294	gene	183				
FCDJCBPM_01295	gene	189				
FCDJCBPM_01296	gene	141				
FCDJCBPM_01297	gene	714				
FCDJCBPM_01298	gene	354				
FCDJCBPM_01299	gene	960	leuO			
FCDJCBPM_01300	gene	2370	mrcB_1			
FCDJCBPM_01301	gene	714				
FCDJCBPM_01302	gene	375	umuD_2			
FCDJCBPM_01303	gene	267	cdiI			
FCDJCBPM_01304	gene	138				
FCDJCBPM_01305	gene	891				
FCDJCBPM_01306	gene	90				
FCDJCBPM_01307	gene	189				
FCDJCBPM_01308	gene	696				
FCDJCBPM_01309	gene	75				
FCDJCBPM_01310	gene	975	yfdC			
FCDJCBPM_01311	gene	639	ccmA			
FCDJCBPM_01311	CDS	639	ccmA	7.6.2.5	COG4133	Cytochrome c biogenesis ATP-binding export protein CcmA
FCDJCBPM_01312	gene	660	ccmB			
FCDJCBPM_01313	gene	738	ccmC			
FCDJCBPM_01314	gene	234				
FCDJCBPM_01315	gene	540	ccmE			
FCDJCBPM_01315	CDS	540	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
FCDJCBPM_01316	gene	1968	ccmF			
FCDJCBPM_01316	CDS	1968	ccmF		COG1138	Cytochrome c-type biogenesis protein CcmF
FCDJCBPM_01317	gene	555	dsbE			
FCDJCBPM_01318	gene	471				
FCDJCBPM_01319	gene	1215	bepA_3			
FCDJCBPM_01320	gene	759	mlaA			
FCDJCBPM_01321	gene	297				
FCDJCBPM_01322	gene	570	sixA			
FCDJCBPM_01323	gene	1050	ykoT			
FCDJCBPM_01324	gene	1632				
FCDJCBPM_01325	gene	531	mutS2			
FCDJCBPM_01326	gene	933	prmB			
FCDJCBPM_01327	gene	1086	aroC			
FCDJCBPM_01328	gene	843	mepA			
FCDJCBPM_01329	gene	801	yfcA			
FCDJCBPM_01330	gene	555	epmC			
FCDJCBPM_01331	gene	276				
FCDJCBPM_01332	gene	2058	mnmC			
FCDJCBPM_01333	gene	1212	fabB			
FCDJCBPM_01334	gene	1209	yfcJ_1			
FCDJCBPM_01335	gene	1017	flk			
FCDJCBPM_01336	gene	1134	pdxB_1			
FCDJCBPM_01337	gene	1014	usg			
FCDJCBPM_01338	gene	858	truA			
FCDJCBPM_01339	gene	663	dedA			
FCDJCBPM_01340	gene	921	accD			
FCDJCBPM_01341	gene	1284	folC			
FCDJCBPM_01342	gene	726	dedD			
FCDJCBPM_01343	gene	489	cvpA			
FCDJCBPM_01344	gene	1518	purF			
FCDJCBPM_01345	gene	570	ubiX_1			
FCDJCBPM_01346	gene	783	argT_1			
FCDJCBPM_01347	gene	687	hisQ_1			
FCDJCBPM_01348	gene	708	hisM			
FCDJCBPM_01349	gene	774	hisP			
FCDJCBPM_01350	gene	903				
FCDJCBPM_01351	gene	627	yfcG			
FCDJCBPM_01352	gene	555	yfcE			
FCDJCBPM_01353	gene	570	yfcD			
FCDJCBPM_01354	gene	2145	pta			
FCDJCBPM_01355	gene	1203	ackA			
FCDJCBPM_01356	gene	456				
FCDJCBPM_01357	gene	495				
FCDJCBPM_01358	gene	663	hxpA_2			
FCDJCBPM_01359	gene	1833				
FCDJCBPM_01360	gene	600	yfbR_2			
FCDJCBPM_01361	gene	750				
FCDJCBPM_01362	gene	1218	alaA			
FCDJCBPM_01363	gene	945	oxyR_4			
FCDJCBPM_01363	CDS	945	oxyR_4			Hydrogen peroxide-inducible genes activator
FCDJCBPM_01364	gene	438	ndhC			
FCDJCBPM_01365	gene	675	nuoB			
FCDJCBPM_01366	gene	1800	nuoC			
FCDJCBPM_01367	gene	534	nuoE			
FCDJCBPM_01368	gene	1350	nuoF			
FCDJCBPM_01369	gene	2730	nuoG			
FCDJCBPM_01370	gene	978	nuoH			
FCDJCBPM_01371	gene	543	nuoI			
FCDJCBPM_01372	gene	564	nuoJ			
FCDJCBPM_01373	gene	303	nuoK			
FCDJCBPM_01374	gene	1845	nuoL			
FCDJCBPM_01375	gene	1533	nuoM			
FCDJCBPM_01376	gene	1458	nuoN			
FCDJCBPM_01377	gene	321				
FCDJCBPM_01378	gene	135				
FCDJCBPM_01379	gene	1320	menF			
FCDJCBPM_01380	gene	1845	menD			
FCDJCBPM_01381	gene	774	menH_2			
FCDJCBPM_01382	gene	858	menB			
FCDJCBPM_01383	gene	984	menC_1			
FCDJCBPM_01384	gene	1416	menE			
FCDJCBPM_01385	gene	1215	pncC_1			
FCDJCBPM_01386	gene	1497	iolT			
FCDJCBPM_01387	gene	1221	sspH2			
FCDJCBPM_01388	gene	306	ycbX_1			
FCDJCBPM_01389	gene	1131	nrdB			
FCDJCBPM_01390	gene	2283	nrdA			
FCDJCBPM_01391	gene	750	ubiG			
FCDJCBPM_01392	gene	2652	gyrA			
FCDJCBPM_01393	gene	2793	rcsC_1			
FCDJCBPM_01394	gene	651	rcsB			
FCDJCBPM_01395	gene	2709	rcsD			
FCDJCBPM_01396	gene	1155	ybjJ_2			
FCDJCBPM_01397	gene	372				
FCDJCBPM_01398	gene	1107	ompC			
FCDJCBPM_01399	gene	111				
FCDJCBPM_01400	gene	618	yibF_2			
FCDJCBPM_01401	gene	1005				
FCDJCBPM_01402	gene	957	cbl			
FCDJCBPM_01403	gene	600	pagP			
FCDJCBPM_01404	gene	1122	ddlA_1			
FCDJCBPM_01405	gene	633	leuE			
FCDJCBPM_01406	gene	708	yedK_1			
FCDJCBPM_01407	gene	1104				
FCDJCBPM_01408	gene	1308	ttuB_2			
FCDJCBPM_01409	gene	1470	araE_2			
FCDJCBPM_01410	gene	1104	menC_2			
FCDJCBPM_01411	gene	828	bacC_1			
FCDJCBPM_01412	gene	915	nanA			
FCDJCBPM_01413	gene	435				
FCDJCBPM_01414	gene	77				
FCDJCBPM_01415	gene	1776	yejM			
FCDJCBPM_01416	gene	228				
FCDJCBPM_01417	gene	1005	yejK			
FCDJCBPM_01418	gene	2037				
FCDJCBPM_01419	gene	285	rplY			
FCDJCBPM_01420	gene	1881	radD			
FCDJCBPM_01421	gene	708	rsuA			
FCDJCBPM_01422	gene	1212	bcr			
FCDJCBPM_01423	gene	831	efeU			
FCDJCBPM_01424	gene	1140	efeO			
FCDJCBPM_01425	gene	1308	efeB			
FCDJCBPM_01426	gene	348	yejG			
FCDJCBPM_01427	gene	1611	yejF_1			
FCDJCBPM_01428	gene	1026	yejE			
FCDJCBPM_01429	gene	1095	yejB			
FCDJCBPM_01430	gene	1806				
FCDJCBPM_01431	gene	828				
FCDJCBPM_01432	gene	576	mepS_1			
FCDJCBPM_01433	gene	729	lpxT			
FCDJCBPM_01434	gene	984	yeiR			
FCDJCBPM_01435	gene	1470	mtlK			
FCDJCBPM_01436	gene	573	yeiP			
FCDJCBPM_01437	gene	1293	setB			
FCDJCBPM_01438	gene	1134	fruB_1			
FCDJCBPM_01439	gene	939	lacC_2			
FCDJCBPM_01440	gene	1686	fruA_3			
FCDJCBPM_01441	gene	885	nfo			
FCDJCBPM_01442	gene	888	cmpR			
FCDJCBPM_01443	gene	1473	lysP			
FCDJCBPM_01444	gene	1077	btuC_1			
FCDJCBPM_01445	gene	792	fepC			
FCDJCBPM_01446	gene	1974	cirA			
FCDJCBPM_01447	gene	849	yeiG			
FCDJCBPM_01448	gene	1125	frmA			
FCDJCBPM_01449	gene	1011	gltR_1			
FCDJCBPM_01450	gene	1125				
FCDJCBPM_01451	gene	666	folE			
FCDJCBPM_01452	gene	1164				
FCDJCBPM_01453	gene	669	basR			
FCDJCBPM_01454	gene	1095	basS			
FCDJCBPM_01455	gene	864				
FCDJCBPM_01456	gene	1041	galS			
FCDJCBPM_01457	gene	999	mglB			
FCDJCBPM_01458	gene	1521	mglA_1			
FCDJCBPM_01459	gene	1011	mglC			
FCDJCBPM_01460	gene	801				
FCDJCBPM_01461	gene	1698	maeA			
FCDJCBPM_01462	gene	930	cdd			
FCDJCBPM_01463	gene	696	yohK_1			
FCDJCBPM_01464	gene	405				
FCDJCBPM_01465	gene	123				
FCDJCBPM_01466	gene	3693				
FCDJCBPM_01467	gene	114				
FCDJCBPM_01468	gene	1212	mdrP			
FCDJCBPM_01469	gene	2040	metG_2			
FCDJCBPM_01470	gene	147				
FCDJCBPM_01471	gene	1110	apbC			
FCDJCBPM_01472	gene	669				
FCDJCBPM_01473	gene	642	udk			
FCDJCBPM_01474	gene	582	dcd			
FCDJCBPM_01475	gene	1806				
FCDJCBPM_01476	gene	120				
FCDJCBPM_01477	gene	1320	tuaB			
FCDJCBPM_01478	gene	1269				
FCDJCBPM_01479	gene	300				
FCDJCBPM_01480	gene	1137				
FCDJCBPM_01481	gene	435	wzb			
FCDJCBPM_01482	gene	2166	wzc			
FCDJCBPM_01483	gene	1227	mshA_1			
FCDJCBPM_01484	gene	918				
FCDJCBPM_01485	gene	1083	gtfA			
FCDJCBPM_01486	gene	1134				
FCDJCBPM_01487	gene	1086	mshA_2			
FCDJCBPM_01488	gene	1395	wcaJ			
FCDJCBPM_01489	gene	2568				
FCDJCBPM_01490	gene	1029				
FCDJCBPM_01491	gene	1023				
FCDJCBPM_01492	gene	897	galF			
FCDJCBPM_01493	gene	1020	galE_1			
FCDJCBPM_01494	gene	2445	gcd_1			
FCDJCBPM_01495	gene	1416	manC1			
FCDJCBPM_01496	gene	1377	algC			
FCDJCBPM_01497	gene	798				
FCDJCBPM_01498	gene	1284	btuD_2			
FCDJCBPM_01499	gene	1962	wbdD			
FCDJCBPM_01500	gene	1902	mshA_3			
FCDJCBPM_01501	gene	1137	mshA_4			
FCDJCBPM_01502	gene	1134				
FCDJCBPM_01503	gene	1407	gnd			
FCDJCBPM_01504	gene	147				
FCDJCBPM_01505	gene	1569				
FCDJCBPM_01506	gene	612	hisI			
FCDJCBPM_01507	gene	777	hisF			
FCDJCBPM_01508	gene	741	hisA			
FCDJCBPM_01509	gene	591	hisH			
FCDJCBPM_01510	gene	1068	hisB			
FCDJCBPM_01511	gene	1089	hisC_2			
FCDJCBPM_01512	gene	1314	hisD			
FCDJCBPM_01513	gene	900	hisG			
FCDJCBPM_01514	gene	828	yeeZ			
FCDJCBPM_01515	gene	1419	puuA			
FCDJCBPM_01516	gene	1380	plaP			
FCDJCBPM_01517	gene	1422	sbcB			
FCDJCBPM_01518	gene	447				
FCDJCBPM_01519	gene	1761				
FCDJCBPM_01520	gene	543				
FCDJCBPM_01521	gene	1122	yeeA			
FCDJCBPM_01522	gene	345				
FCDJCBPM_01523	gene	564				
FCDJCBPM_01524	gene	951	ldh1			
FCDJCBPM_01525	gene	651	alkA			
FCDJCBPM_01526	gene	1296	adeQ_2			
FCDJCBPM_01527	gene	216				
FCDJCBPM_01528	gene	2124	rafA			
FCDJCBPM_01529	gene	1272	lacY_2			
FCDJCBPM_01530	gene	1011	rafR			
FCDJCBPM_01531	gene	555				
FCDJCBPM_01532	gene	861	glcR			
FCDJCBPM_01533	gene	1356	davT_1			
FCDJCBPM_01534	gene	582	tag			
FCDJCBPM_01535	gene	261	mcbA			
FCDJCBPM_01536	gene	2541				
FCDJCBPM_01537	gene	1158	pqqE			
FCDJCBPM_01538	gene	282	pqqD			
FCDJCBPM_01539	gene	762	pqqC			
FCDJCBPM_01540	gene	912	pqqB			
FCDJCBPM_01541	gene	1068				
FCDJCBPM_01542	gene	549	srlA			
FCDJCBPM_01543	gene	1260				
FCDJCBPM_01544	gene	363	srlB			
FCDJCBPM_01545	gene	780	srlD			
FCDJCBPM_01546	gene	363				
FCDJCBPM_01547	gene	777	srlR_3			
FCDJCBPM_01548	gene	969	gutQ			
FCDJCBPM_01549	gene	678	fsaA			
FCDJCBPM_01550	gene	177				
FCDJCBPM_01551	gene	1530				
FCDJCBPM_01552	gene	1131	pgl_1			
FCDJCBPM_01553	gene	873	hdfR_2			
FCDJCBPM_01554	gene	372				
FCDJCBPM_01555	gene	732	fabG_2			
FCDJCBPM_01556	gene	729	mngR_2			
FCDJCBPM_01557	gene	819	ribX_2			
FCDJCBPM_01558	gene	762				
FCDJCBPM_01559	gene	1059				
FCDJCBPM_01560	gene	756	tauB_2			
FCDJCBPM_01561	gene	1404	prpD2			
FCDJCBPM_01562	gene	1107				
FCDJCBPM_01563	gene	2088	apc3_1			
FCDJCBPM_01564	gene	1668	apc4_1			
FCDJCBPM_01565	gene	93				
FCDJCBPM_01566	gene	648	glnM			
FCDJCBPM_01567	gene	855	glnH_2			
FCDJCBPM_01568	gene	747	glnQ_5			
FCDJCBPM_01569	gene	729	nagR_1			
FCDJCBPM_01570	gene	1704	apc4_2			
FCDJCBPM_01571	gene	2046	apc3_2			
FCDJCBPM_01572	gene	1215				
FCDJCBPM_01573	gene	444				
FCDJCBPM_01574	gene	993	argP_2			
FCDJCBPM_01575	gene	504	accB_2			
FCDJCBPM_01576	gene	1443	accC_2			
FCDJCBPM_01577	gene	447				
FCDJCBPM_01578	gene	702	gltJ_1			
FCDJCBPM_01579	gene	744	yhdY_2			
FCDJCBPM_01580	gene	522	yrdA_2			
FCDJCBPM_01581	gene	1569	bmr3_1			
FCDJCBPM_01582	gene	1209	aatB_1			
FCDJCBPM_01583	gene	1197	yfdE			
FCDJCBPM_01584	gene	795	crt_1			
FCDJCBPM_01585	gene	834	glnH_3			
FCDJCBPM_01586	gene	792	pxpA_1			
FCDJCBPM_01587	gene	975	pxpC_1			
FCDJCBPM_01588	gene	660	pxpB_1			
FCDJCBPM_01589	gene	738	glnQ_6			
FCDJCBPM_01590	gene	1095	potA_1			
FCDJCBPM_01591	gene	828	ydcV_1			
FCDJCBPM_01592	gene	897				
FCDJCBPM_01593	gene	1080				
FCDJCBPM_01594	gene	1092	potA_2			
FCDJCBPM_01595	gene	1236	acdA			
FCDJCBPM_01596	gene	1374	dapE_2			
FCDJCBPM_01597	gene	411				
FCDJCBPM_01598	gene	1137	pepE_1			
FCDJCBPM_01599	gene	1167	doeA_2			
FCDJCBPM_01600	gene	540				
FCDJCBPM_01601	gene	654	rspR_4			
FCDJCBPM_01602	gene	1329	patA			
FCDJCBPM_01603	gene	1425	prr			
FCDJCBPM_01604	gene	867	besA			
FCDJCBPM_01605	gene	2301	fepA			
FCDJCBPM_01606	gene	1146	ssuD			
FCDJCBPM_01607	gene	1065	ssuA_1			
FCDJCBPM_01608	gene	870	amiA			
FCDJCBPM_01609	gene	903				
FCDJCBPM_01610	gene	732				
FCDJCBPM_01611	gene	1776				
FCDJCBPM_01612	gene	1329				
FCDJCBPM_01613	gene	330				
FCDJCBPM_01614	gene	606				
FCDJCBPM_01615	gene	1224	nanK			
FCDJCBPM_01616	gene	1467				
FCDJCBPM_01617	gene	879	sugA			
FCDJCBPM_01618	gene	831	dasC			
FCDJCBPM_01619	gene	1026	iolG_1			
FCDJCBPM_01620	gene	1170	sugC			
FCDJCBPM_01621	gene	504				
FCDJCBPM_01622	gene	1023	fgd_2			
FCDJCBPM_01623	gene	1410	hcnB			
FCDJCBPM_01624	gene	318				
FCDJCBPM_01625	gene	1119	hcnC_1			
FCDJCBPM_01626	gene	723				
FCDJCBPM_01627	gene	198	bsdB			
FCDJCBPM_01628	gene	1323	ubiD_2			
FCDJCBPM_01629	gene	753	nagR_2			
FCDJCBPM_01630	gene	1491	tgnC			
FCDJCBPM_01631	gene	1686	ilvG_2			
FCDJCBPM_01632	gene	1023				
FCDJCBPM_01633	gene	1113	btuD_3			
FCDJCBPM_01634	gene	861	potB			
FCDJCBPM_01635	gene	795				
FCDJCBPM_01636	gene	2394	gcd_2			
FCDJCBPM_01637	gene	1170				
FCDJCBPM_01638	gene	108				
FCDJCBPM_01639	gene	816	ramA_1			
FCDJCBPM_01640	gene	480				
FCDJCBPM_01641	gene	489				
FCDJCBPM_01642	gene	186				
FCDJCBPM_01643	gene	918	pgrR_2			
FCDJCBPM_01644	gene	1008	degA_1			
FCDJCBPM_01645	gene	1503	xylB_2			
FCDJCBPM_01646	gene	1185	mtlD_3			
FCDJCBPM_01647	gene	1140	mtlD_4			
FCDJCBPM_01648	gene	1287	dgoT_3			
FCDJCBPM_01649	gene	813	glpR_3			
FCDJCBPM_01650	gene	624				
FCDJCBPM_01651	gene	1515	xylB_3			
FCDJCBPM_01652	gene	801				
FCDJCBPM_01653	gene	858	glpR_4			
FCDJCBPM_01654	gene	801	fabG2_2			
FCDJCBPM_01655	gene	1137	ugpC_3			
FCDJCBPM_01656	gene	801	sugB			
FCDJCBPM_01657	gene	1275				
FCDJCBPM_01658	gene	912	melD			
FCDJCBPM_01659	gene	522				
FCDJCBPM_01660	gene	402				
FCDJCBPM_01661	gene	76				
FCDJCBPM_01662	gene	810	mtfA			
FCDJCBPM_01663	gene	90				
FCDJCBPM_01664	gene	747				
FCDJCBPM_01665	gene	201				
FCDJCBPM_01666	gene	384	yqjC			
FCDJCBPM_01667	gene	909	fieF			
FCDJCBPM_01668	gene	222	ygdR_3			
FCDJCBPM_01669	gene	414				
FCDJCBPM_01670	gene	267				
FCDJCBPM_01671	gene	1236	pepT_1			
FCDJCBPM_01672	gene	894	yddG			
FCDJCBPM_01673	gene	165				
FCDJCBPM_01674	gene	162				
FCDJCBPM_01675	gene	438				
FCDJCBPM_01676	gene	1050	apbE			
FCDJCBPM_01677	gene	381				
FCDJCBPM_01678	gene	99				
FCDJCBPM_01679	gene	132				
FCDJCBPM_01680	gene	396	rhaS_4			
FCDJCBPM_01681	gene	1221	gpgS			
FCDJCBPM_01682	gene	813	yedP			
FCDJCBPM_01683	gene	234				
FCDJCBPM_01684	gene	186				
FCDJCBPM_01685	gene	207	dsrB			
FCDJCBPM_01686	gene	633	rcsA_1			
FCDJCBPM_01687	gene	285				
FCDJCBPM_01688	gene	789	otsB			
FCDJCBPM_01689	gene	1410	otsA			
FCDJCBPM_01690	gene	255				
FCDJCBPM_01691	gene	633	lexA_1			
FCDJCBPM_01692	gene	975				
FCDJCBPM_01693	gene	3948	putA			
FCDJCBPM_01694	gene	150				
FCDJCBPM_01695	gene	792	phoH			
FCDJCBPM_01696	gene	90				
FCDJCBPM_01697	gene	849				
FCDJCBPM_01698	gene	1314				
FCDJCBPM_01699	gene	849				
FCDJCBPM_01700	gene	558	ycdY			
FCDJCBPM_01701	gene	324				
FCDJCBPM_01702	gene	567	yceB			
FCDJCBPM_01703	gene	648	grxB			
FCDJCBPM_01704	gene	1218	mdtH			
FCDJCBPM_01705	gene	585	rimJ			
FCDJCBPM_01706	gene	918	yceM			
FCDJCBPM_01707	gene	1542	murJ			
FCDJCBPM_01708	gene	1731	argS			
FCDJCBPM_01709	gene	222				
FCDJCBPM_01710	gene	126				
FCDJCBPM_01711	gene	216				
FCDJCBPM_01712	gene	561	yecM			
FCDJCBPM_01713	gene	1167	patB			
FCDJCBPM_01714	gene	759	cutC_1			
FCDJCBPM_01715	gene	972	cmoB			
FCDJCBPM_01716	gene	744	cmoA			
FCDJCBPM_01717	gene	396	yecN			
FCDJCBPM_01718	gene	819				
FCDJCBPM_01719	gene	570	yecD			
FCDJCBPM_01720	gene	1791	aspS			
FCDJCBPM_01721	gene	444	nudB			
FCDJCBPM_01722	gene	744	yebC			
FCDJCBPM_01723	gene	522	ruvC			
FCDJCBPM_01724	gene	618	ruvA			
FCDJCBPM_01725	gene	1017	ruvB_1			
FCDJCBPM_01726	gene	786	znuB			
FCDJCBPM_01727	gene	762	znuC			
FCDJCBPM_01728	gene	972	znuA			
FCDJCBPM_01729	gene	1326	mepM			
FCDJCBPM_01730	gene	963	lpxM			
FCDJCBPM_01731	gene	1356	mntH_2			
FCDJCBPM_01732	gene	783				
FCDJCBPM_01733	gene	1329	steC			
FCDJCBPM_01734	gene	1443	pykA_1			
FCDJCBPM_01735	gene	858	hexR_1			
FCDJCBPM_01736	gene	1476	zwf			
FCDJCBPM_01737	gene	642	eda			
FCDJCBPM_01738	gene	828	nimR_1			
FCDJCBPM_01739	gene	1239	nimT			
FCDJCBPM_01740	gene	1134	purT			
FCDJCBPM_01741	gene	855	yebF			
FCDJCBPM_01742	gene	2070	ptrB			
FCDJCBPM_01743	gene	708	exoX			
FCDJCBPM_01744	gene	111				
FCDJCBPM_01745	gene	228	holE			
FCDJCBPM_01746	gene	516	ftnA			
FCDJCBPM_01747	gene	381	yobA			
FCDJCBPM_01748	gene	891	yebZ			
FCDJCBPM_01749	gene	354				
FCDJCBPM_01750	gene	702				
FCDJCBPM_01751	gene	699				
FCDJCBPM_01752	gene	714				
FCDJCBPM_01753	gene	681	yedK_2			
FCDJCBPM_01754	gene	237				
FCDJCBPM_01755	gene	213				
FCDJCBPM_01756	gene	192				
FCDJCBPM_01757	gene	636	nreC			
FCDJCBPM_01758	gene	2802	rcsC_2			
FCDJCBPM_01759	gene	399	spiC			
FCDJCBPM_01760	gene	1479	sctC_3			
FCDJCBPM_01761	gene	1191				
FCDJCBPM_01762	gene	261				
FCDJCBPM_01763	gene	306				
FCDJCBPM_01764	gene	579	sseB			
FCDJCBPM_01765	gene	507				
FCDJCBPM_01766	gene	1062				
FCDJCBPM_01767	gene	696	sseD			
FCDJCBPM_01768	gene	423				
FCDJCBPM_01769	gene	441				
FCDJCBPM_01770	gene	216				
FCDJCBPM_01771	gene	270				
FCDJCBPM_01772	gene	255				
FCDJCBPM_01773	gene	726				
FCDJCBPM_01774	gene	603				
FCDJCBPM_01775	gene	774				
FCDJCBPM_01776	gene	909				
FCDJCBPM_01777	gene	369				
FCDJCBPM_01778	gene	2058	ssaV			
FCDJCBPM_01779	gene	1329	ssaN			
FCDJCBPM_01780	gene	432				
FCDJCBPM_01781	gene	378				
FCDJCBPM_01782	gene	1041				
FCDJCBPM_01783	gene	648	spaP_2			
FCDJCBPM_01784	gene	270	spaQ_2			
FCDJCBPM_01785	gene	771				
FCDJCBPM_01786	gene	1065	yscU			
FCDJCBPM_01787	gene	675				
FCDJCBPM_01788	gene	426				
FCDJCBPM_01789	gene	885	hdfR_3			
FCDJCBPM_01790	gene	969	pxpC_2			
FCDJCBPM_01791	gene	729	pxpB_2			
FCDJCBPM_01792	gene	780	pxpA_2			
FCDJCBPM_01793	gene	966	ghrB_3			
FCDJCBPM_01794	gene	648				
FCDJCBPM_01795	gene	807	occP_1			
FCDJCBPM_01796	gene	657	yecS_3			
FCDJCBPM_01797	gene	948	gpuA			
FCDJCBPM_01798	gene	804	fliY			
FCDJCBPM_01799	gene	672	rspR_5			
FCDJCBPM_01800	gene	1278	allC			
FCDJCBPM_01801	gene	1218				
FCDJCBPM_01802	gene	519				
FCDJCBPM_01803	gene	246	yebV			
FCDJCBPM_01804	gene	2628	yebT			
FCDJCBPM_01805	gene	1251	yebS			
FCDJCBPM_01806	gene	492	msrC			
FCDJCBPM_01807	gene	678	proQ			
FCDJCBPM_01808	gene	2040	prc			
FCDJCBPM_01809	gene	882	htpX			
FCDJCBPM_01810	gene	297				
FCDJCBPM_01811	gene	1386	ribZ			
FCDJCBPM_01812	gene	792	kdgR_2			
FCDJCBPM_01813	gene	249				
FCDJCBPM_01814	gene	270				
FCDJCBPM_01815	gene	987				
FCDJCBPM_01816	gene	129				
FCDJCBPM_01817	gene	108				
FCDJCBPM_01818	gene	210	cspC			
FCDJCBPM_01819	gene	726				
FCDJCBPM_01820	gene	822	rlmA			
FCDJCBPM_01821	gene	588	mntP			
FCDJCBPM_01822	gene	462				
FCDJCBPM_01823	gene	849	manZ_3			
FCDJCBPM_01824	gene	801	manY			
FCDJCBPM_01825	gene	966	manX_4			
FCDJCBPM_01826	gene	1557				
FCDJCBPM_01827	gene	1365	sdaA			
FCDJCBPM_01828	gene	141				
FCDJCBPM_01829	gene	594	nudL			
FCDJCBPM_01830	gene	1362	pabB			
FCDJCBPM_01831	gene	249				
FCDJCBPM_01832	gene	351	rutC_2			
FCDJCBPM_01833	gene	1902	yoaA			
FCDJCBPM_01834	gene	699	tsaB			
FCDJCBPM_01835	gene	612	slp			
FCDJCBPM_01836	gene	1140	rnd			
FCDJCBPM_01837	gene	270	minE			
FCDJCBPM_01838	gene	813	minD			
FCDJCBPM_01839	gene	684	minC			
FCDJCBPM_01840	gene	282	ycgL			
FCDJCBPM_01841	gene	657	ycgM			
FCDJCBPM_01842	gene	450				
FCDJCBPM_01843	gene	858				
FCDJCBPM_01844	gene	531	dsbB			
FCDJCBPM_01845	gene	744	fadR			
FCDJCBPM_01846	gene	1536				
FCDJCBPM_01847	gene	1287	dadA			
FCDJCBPM_01848	gene	1071	dadX			
FCDJCBPM_01849	gene	1230	mdtL			
FCDJCBPM_01850	gene	546	slyA_3			
FCDJCBPM_01851	gene	1731	cvrA			
FCDJCBPM_01852	gene	1278				
FCDJCBPM_01853	gene	1935				
FCDJCBPM_01854	gene	693	mipA			
FCDJCBPM_01855	gene	855				
FCDJCBPM_01856	gene	873	yeaD			
FCDJCBPM_01857	gene	999	gapA			
FCDJCBPM_01858	gene	414	msrB_1			
FCDJCBPM_01859	gene	273				
FCDJCBPM_01860	gene	654	pncA			
FCDJCBPM_01861	gene	1056	ansA			
FCDJCBPM_01862	gene	1854	sppA			
FCDJCBPM_01863	gene	552	ydjA			
FCDJCBPM_01864	gene	1956	topB			
FCDJCBPM_01865	gene	411	nudG			
FCDJCBPM_01866	gene	807	xthA			
FCDJCBPM_01867	gene	85				
FCDJCBPM_01868	gene	849	purU			
FCDJCBPM_01869	gene	465				
FCDJCBPM_01870	gene	1014	rssB_1			
FCDJCBPM_01871	gene	903	galU			
FCDJCBPM_01872	gene	1344	tuaD			
FCDJCBPM_01873	gene	1008	wbgU			
FCDJCBPM_01874	gene	408	hns			
FCDJCBPM_01875	gene	618	tdk			
FCDJCBPM_01876	gene	2718	adhE_1			
FCDJCBPM_01877	gene	1638	oppA_3			
FCDJCBPM_01878	gene	921	oppB			
FCDJCBPM_01879	gene	909	oppC			
FCDJCBPM_01880	gene	1026	oppD_1			
FCDJCBPM_01881	gene	1017	btuD_4			
FCDJCBPM_01882	gene	327				
FCDJCBPM_01883	gene	1461	clsA			
FCDJCBPM_01884	gene	180				
FCDJCBPM_01885	gene	234				
FCDJCBPM_01886	gene	477	kbp			
FCDJCBPM_01887	gene	297	yciI			
FCDJCBPM_01888	gene	609				
FCDJCBPM_01889	gene	423				
FCDJCBPM_01890	gene	552	yciB			
FCDJCBPM_01891	gene	753				
