locus_tag	ftype	length_bp	gene	EC_number	COG	product
FCDJCBPM_01947	gene	801				
FCDJCBPM_01947	CDS	801				queuosine precursor transporter
FCDJCBPM_01948	gene	576				
FCDJCBPM_01948	CDS	576				hypothetical protein
FCDJCBPM_01949	gene	258				
FCDJCBPM_01949	CDS	258				hypothetical protein
FCDJCBPM_01950	gene	738				
FCDJCBPM_01950	CDS	738				hypothetical protein
FCDJCBPM_01951	gene	987	zntB			
FCDJCBPM_01951	CDS	987	zntB		COG0598	Zinc transport protein ZntB
FCDJCBPM_01952	gene	96				
FCDJCBPM_01952	CDS	96				hypothetical protein
FCDJCBPM_01953	gene	195				
FCDJCBPM_01953	CDS	195				hypothetical protein
FCDJCBPM_01954	gene	921	ttcA			
FCDJCBPM_01954	CDS	921	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
FCDJCBPM_01955	gene	2094	sopA			
FCDJCBPM_01955	CDS	2094	sopA	2.3.2.26	COG1357	E3 ubiquitin-protein ligase SopA
FCDJCBPM_01956	gene	3528	nifJ			
FCDJCBPM_01956	CDS	3528	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
FCDJCBPM_01957	gene	249				
FCDJCBPM_01957	CDS	249				hypothetical protein
FCDJCBPM_01958	gene	993	ldhA			
FCDJCBPM_01958	CDS	993	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
FCDJCBPM_01959	gene	2637				
FCDJCBPM_01959	CDS	2637				hypothetical protein
FCDJCBPM_01960	gene	228				
FCDJCBPM_01960	CDS	228				hypothetical protein
FCDJCBPM_01961	gene	606	azoR			
FCDJCBPM_01961	CDS	606	azoR	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
FCDJCBPM_01962	gene	3888				
FCDJCBPM_01962	CDS	3888				hypothetical protein
FCDJCBPM_01963	gene	819				
FCDJCBPM_01963	CDS	819				hypothetical protein
FCDJCBPM_01964	gene	315	asr			
FCDJCBPM_01964	CDS	315	asr			Acid shock protein
FCDJCBPM_01965	gene	1299	rstB			
FCDJCBPM_01965	CDS	1299	rstB	2.7.13.3		Sensor protein RstB
FCDJCBPM_01966	gene	729	rstA			
FCDJCBPM_01966	CDS	729	rstA		COG0745	Transcriptional regulatory protein RstA
FCDJCBPM_01967	gene	426				
FCDJCBPM_01967	CDS	426				hypothetical protein
FCDJCBPM_01968	gene	954	ydgH_1			
FCDJCBPM_01968	CDS	954	ydgH_1			Protein YdgH
FCDJCBPM_01969	gene	1533	pntA			
FCDJCBPM_01969	CDS	1533	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
FCDJCBPM_01970	gene	1389	pntB			
FCDJCBPM_01970	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
FCDJCBPM_01971	gene	783				
FCDJCBPM_01971	CDS	783				hypothetical protein
FCDJCBPM_01972	gene	939	pgrR_3			
FCDJCBPM_01972	CDS	939	pgrR_3			HTH-type transcriptional regulator PgrR
FCDJCBPM_01973	gene	213				
FCDJCBPM_01973	CDS	213				hypothetical protein
FCDJCBPM_01974	gene	954	uspE			
FCDJCBPM_01974	CDS	954	uspE		COG0589	Universal stress protein E
FCDJCBPM_01975	gene	777	fnr_1			
FCDJCBPM_01975	CDS	777	fnr_1		COG0664	Fumarate and nitrate reduction regulatory protein
FCDJCBPM_01976	gene	567	smrA			
FCDJCBPM_01976	CDS	567	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
FCDJCBPM_01977	gene	966	tehA			
FCDJCBPM_01977	CDS	966	tehA		COG1275	Tellurite resistance protein TehA
FCDJCBPM_01978	gene	885	hdfR_5			
FCDJCBPM_01978	CDS	885	hdfR_5			HTH-type transcriptional regulator HdfR
FCDJCBPM_01979	gene	771	tam_1			
FCDJCBPM_01979	CDS	771	tam_1	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
FCDJCBPM_01980	gene	1017	vldW			
FCDJCBPM_01980	CDS	1017	vldW	1.14.11.52		Validamycin A dioxygenase
FCDJCBPM_01981	gene	405				
FCDJCBPM_01981	CDS	405				hypothetical protein
FCDJCBPM_01982	gene	735				
FCDJCBPM_01982	CDS	735				hypothetical protein
FCDJCBPM_01983	gene	3783				
FCDJCBPM_01983	CDS	3783				hypothetical protein
FCDJCBPM_01984	gene	1572	ddpA_1			
FCDJCBPM_01984	CDS	1572	ddpA_1		COG0747	putative D,D-dipeptide-binding periplasmic protein DdpA
FCDJCBPM_01985	gene	564	ssuE			
FCDJCBPM_01985	CDS	564	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
FCDJCBPM_01986	gene	213				
FCDJCBPM_01986	CDS	213				hypothetical protein
FCDJCBPM_01987	gene	600	clpP_1			
FCDJCBPM_01987	CDS	600	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
FCDJCBPM_01988	gene	711				
FCDJCBPM_01988	CDS	711				hypothetical protein
FCDJCBPM_01989	gene	1290	codB_3			
FCDJCBPM_01989	CDS	1290	codB_3		COG1457	Cytosine permease
FCDJCBPM_01990	gene	798	ramA_2			
FCDJCBPM_01990	CDS	798	ramA_2	3.5.1.100		(R)-stereoselective amidase
FCDJCBPM_01991	gene	828	hcaB_1			
FCDJCBPM_01991	CDS	828	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
FCDJCBPM_01992	gene	906	pgrR_4			
FCDJCBPM_01992	CDS	906	pgrR_4			HTH-type transcriptional regulator PgrR
FCDJCBPM_01993	gene	2394	gcd_3			
FCDJCBPM_01993	CDS	2394	gcd_3	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
FCDJCBPM_01994	gene	585				
FCDJCBPM_01994	CDS	585				hypothetical protein
FCDJCBPM_01995	gene	1566	yjmB			
FCDJCBPM_01995	CDS	1566	yjmB		COG2211	putative symporter YjmB
FCDJCBPM_01996	gene	1017	dlgD			
FCDJCBPM_01996	CDS	1017	dlgD	1.1.1.130	COG2055	2,3-diketo-L-gulonate reductase
FCDJCBPM_01997	gene	705	sfmC			
FCDJCBPM_01997	CDS	705	sfmC			putative fimbrial chaperone SfmC
FCDJCBPM_01998	gene	2769	fimD_2			
FCDJCBPM_01998	CDS	2769	fimD_2		COG3188	Outer membrane usher protein FimD
FCDJCBPM_01999	gene	267				
FCDJCBPM_01999	CDS	267				hypothetical protein
FCDJCBPM_02000	gene	555	ycbV			
FCDJCBPM_02000	CDS	555	ycbV		COG3539	putative fimbrial-like protein YcbV
FCDJCBPM_02001	gene	900				
FCDJCBPM_02001	CDS	900				hypothetical protein
FCDJCBPM_02002	gene	774				
FCDJCBPM_02002	CDS	774				hypothetical protein
FCDJCBPM_02003	gene	1314	dsdX			
FCDJCBPM_02003	CDS	1314	dsdX		COG2610	D-serine transporter DsdX
FCDJCBPM_02004	gene	1149	glxK			
FCDJCBPM_02004	CDS	1149	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
FCDJCBPM_02005	gene	1443	pykA_2			
FCDJCBPM_02005	CDS	1443	pykA_2	2.7.1.40	COG0469	Pyruvate kinase II
FCDJCBPM_02006	gene	1155	cdaR_1			
FCDJCBPM_02006	CDS	1155	cdaR_1		COG3835	Carbohydrate diacid regulator
FCDJCBPM_02007	gene	2223	fhuE_2			
FCDJCBPM_02007	CDS	2223	fhuE_2		COG4773	FhuE receptor
FCDJCBPM_02008	gene	141				
FCDJCBPM_02008	CDS	141				hypothetical protein
FCDJCBPM_02009	gene	894	fhuD_1			
FCDJCBPM_02009	CDS	894	fhuD_1		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
FCDJCBPM_02010	gene	423				
FCDJCBPM_02010	CDS	423				hypothetical protein
FCDJCBPM_02011	gene	1170				
FCDJCBPM_02011	CDS	1170				hypothetical protein
FCDJCBPM_02012	gene	1350				
FCDJCBPM_02012	CDS	1350				hypothetical protein
FCDJCBPM_02013	gene	909	chiA			
FCDJCBPM_02013	CDS	909	chiA			putative bifunctional chitinase/lysozyme
FCDJCBPM_02014	gene	351				
FCDJCBPM_02014	CDS	351				hypothetical protein
FCDJCBPM_02015	gene	639				
FCDJCBPM_02015	CDS	639		1.6.99.-	COG0778	Major NAD(P)H-flavin oxidoreductase
FCDJCBPM_02016	gene	393				
FCDJCBPM_02016	CDS	393				hypothetical protein
FCDJCBPM_02017	gene	252				
FCDJCBPM_02017	CDS	252				hypothetical protein
FCDJCBPM_02018	gene	489				
FCDJCBPM_02018	CDS	489				hypothetical protein
FCDJCBPM_02019	gene	1296	codB_4			
FCDJCBPM_02019	CDS	1296	codB_4		COG1457	Cytosine permease
FCDJCBPM_02020	gene	1104	tgnD			
FCDJCBPM_02020	CDS	1104	tgnD	3.5.1.-		(E)-2-((N-methylformamido)methylene)succinate hydrolase
FCDJCBPM_02021	gene	624	slmA_1			
FCDJCBPM_02021	CDS	624	slmA_1			Nucleoid occlusion factor SlmA
FCDJCBPM_02022	gene	1017	ephA			
FCDJCBPM_02022	CDS	1017	ephA	3.3.2.10		Epoxide hydrolase A
FCDJCBPM_02023	gene	903	yedA_1			
FCDJCBPM_02023	CDS	903	yedA_1			putative inner membrane transporter YedA
FCDJCBPM_02024	gene	849	gltC_3			
FCDJCBPM_02024	CDS	849	gltC_3			HTH-type transcriptional regulator GltC
FCDJCBPM_02025	gene	1203				
FCDJCBPM_02025	CDS	1203				hypothetical protein
FCDJCBPM_02026	gene	912	rhaS_5			
FCDJCBPM_02026	CDS	912	rhaS_5			HTH-type transcriptional activator RhaS
FCDJCBPM_02027	gene	834	hcaB_2			
FCDJCBPM_02027	CDS	834	hcaB_2	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
FCDJCBPM_02028	gene	1785				
FCDJCBPM_02028	CDS	1785				hypothetical protein
FCDJCBPM_02029	gene	456				
FCDJCBPM_02029	CDS	456				hypothetical protein
FCDJCBPM_02030	gene	213				
FCDJCBPM_02030	CDS	213				hypothetical protein
FCDJCBPM_02031	gene	1341	abaF_2			
FCDJCBPM_02031	CDS	1341	abaF_2			Fosfomycin resistance protein AbaF
FCDJCBPM_02032	gene	513				
FCDJCBPM_02032	CDS	513				hypothetical protein
FCDJCBPM_02033	gene	951	pobB			
FCDJCBPM_02033	CDS	951	pobB	1.-.-.-		Phenoxybenzoate dioxygenase subunit beta
FCDJCBPM_02034	gene	579	sutR_2			
FCDJCBPM_02034	CDS	579	sutR_2		COG1396	HTH-type transcriptional regulator SutR
FCDJCBPM_02035	gene	681				
FCDJCBPM_02035	CDS	681				hypothetical protein
FCDJCBPM_02036	gene	2130				
FCDJCBPM_02036	CDS	2130				hypothetical protein
FCDJCBPM_02037	gene	546	rutB_1			
FCDJCBPM_02037	CDS	546	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
FCDJCBPM_02038	gene	456				
FCDJCBPM_02038	CDS	456				hypothetical protein
FCDJCBPM_02039	gene	615				
FCDJCBPM_02039	CDS	615				hypothetical protein
FCDJCBPM_02040	gene	1233				
FCDJCBPM_02040	CDS	1233				hypothetical protein
FCDJCBPM_02041	gene	663				
FCDJCBPM_02041	CDS	663				hypothetical protein
FCDJCBPM_02042	gene	273				
FCDJCBPM_02042	CDS	273				hypothetical protein
FCDJCBPM_02043	gene	2064	dcp			
FCDJCBPM_02043	CDS	2064	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
FCDJCBPM_02044	gene	3282				
FCDJCBPM_02044	CDS	3282				hypothetical protein
FCDJCBPM_02045	gene	129				
FCDJCBPM_02045	CDS	129				hypothetical protein
FCDJCBPM_02046	gene	648				
FCDJCBPM_02046	CDS	648				hypothetical protein
FCDJCBPM_02047	gene	1314	guaD			
FCDJCBPM_02047	CDS	1314	guaD	3.5.4.3	COG0402	Guanine deaminase
FCDJCBPM_02048	gene	1059	yajO_3			
FCDJCBPM_02048	CDS	1059	yajO_3	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
FCDJCBPM_02049	gene	750	ydfG_1			
FCDJCBPM_02049	CDS	750	ydfG_1	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
FCDJCBPM_02050	gene	333				
FCDJCBPM_02050	CDS	333				hypothetical protein
FCDJCBPM_02051	gene	351				
FCDJCBPM_02051	CDS	351				hypothetical protein
FCDJCBPM_02052	gene	255				
FCDJCBPM_02052	CDS	255				hypothetical protein
FCDJCBPM_02053	gene	1467	bmr3_2			
FCDJCBPM_02053	CDS	1467	bmr3_2			Multidrug resistance protein 3
FCDJCBPM_02054	gene	687	bioD1_1			
FCDJCBPM_02054	CDS	687	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
FCDJCBPM_02055	gene	1218	mlc_2			
FCDJCBPM_02055	CDS	1218	mlc_2		COG1940	Protein mlc
FCDJCBPM_02056	gene	897	benM			
FCDJCBPM_02056	CDS	897	benM			HTH-type transcriptional regulator BenM
FCDJCBPM_02057	gene	1278	ynfM			
FCDJCBPM_02057	CDS	1278	ynfM			Inner membrane transport protein YnfM
FCDJCBPM_02058	gene	930	tus			
FCDJCBPM_02058	CDS	930	tus			DNA replication terminus site-binding protein
FCDJCBPM_02059	gene	1398	fumC			
FCDJCBPM_02059	CDS	1398	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
FCDJCBPM_02060	gene	1179	manA			
FCDJCBPM_02060	CDS	1179	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
FCDJCBPM_02061	gene	1530	ydgA			
FCDJCBPM_02061	CDS	1530	ydgA		COG5339	Protein YdgA
FCDJCBPM_02062	gene	1008	add			
FCDJCBPM_02062	CDS	1008	add	3.5.4.4	COG1816	Adenosine deaminase
FCDJCBPM_02063	gene	2982				
FCDJCBPM_02063	CDS	2982				hypothetical protein
FCDJCBPM_02064	gene	1428	tdeA			
FCDJCBPM_02064	CDS	1428	tdeA		COG1538	Toxin and drug export protein A
FCDJCBPM_02065	gene	1962	macB			
FCDJCBPM_02065	CDS	1962	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
FCDJCBPM_02066	gene	1164	macA			
FCDJCBPM_02066	CDS	1164	macA		COG0845	Macrolide export protein MacA
FCDJCBPM_02067	gene	816				
FCDJCBPM_02067	CDS	816				hypothetical protein
FCDJCBPM_02068	gene	1020				
FCDJCBPM_02068	CDS	1020				hypothetical protein
FCDJCBPM_02069	gene	1047	ydgJ			
FCDJCBPM_02069	CDS	1047	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
FCDJCBPM_02070	gene	939	araC_2			
FCDJCBPM_02070	CDS	939	araC_2			Arabinose operon regulatory protein
FCDJCBPM_02071	gene	984	araH			
FCDJCBPM_02071	CDS	984	araH		COG1172	L-arabinose transport system permease protein AraH
FCDJCBPM_02072	gene	1530	araG_1			
FCDJCBPM_02072	CDS	1530	araG_1	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
FCDJCBPM_02073	gene	981	araF			
FCDJCBPM_02073	CDS	981	araF		COG1879	L-arabinose-binding periplasmic protein
FCDJCBPM_02074	gene	1686	araB_2			
FCDJCBPM_02074	CDS	1686	araB_2	2.7.1.16	COG1069	Ribulokinase
FCDJCBPM_02075	gene	1506	araA			
FCDJCBPM_02075	CDS	1506	araA	5.3.1.4	COG2160	L-arabinose isomerase
FCDJCBPM_02076	gene	216	ydgT			
FCDJCBPM_02076	CDS	216	ydgT			Transcription modulator YdgT
FCDJCBPM_02077	gene	327	ydgK			
FCDJCBPM_02077	CDS	327	ydgK			Inner membrane protein YdgK
FCDJCBPM_02078	gene	582	rsxA			
FCDJCBPM_02078	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
FCDJCBPM_02079	gene	573	rsxB			
FCDJCBPM_02079	CDS	573	rsxB	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
FCDJCBPM_02080	gene	2511	rsxC			
FCDJCBPM_02080	CDS	2511	rsxC	7.-.-.-	COG4656	Ion-translocating oxidoreductase complex subunit C
FCDJCBPM_02081	gene	1041	rsxD			
FCDJCBPM_02081	CDS	1041	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
FCDJCBPM_02082	gene	636	rsxG			
FCDJCBPM_02082	CDS	636	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
FCDJCBPM_02083	gene	699	rsxE			
FCDJCBPM_02083	CDS	699	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
FCDJCBPM_02084	gene	639	nth			
FCDJCBPM_02084	CDS	639	nth	4.2.99.18	COG0177	Endonuclease III
FCDJCBPM_02085	gene	1524	dtpA			
FCDJCBPM_02085	CDS	1524	dtpA		COG3104	Dipeptide and tripeptide permease A
FCDJCBPM_02086	gene	885	pdxY			
FCDJCBPM_02086	CDS	885	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
FCDJCBPM_02087	gene	1275	tyrS			
FCDJCBPM_02087	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
FCDJCBPM_02088	gene	651	pdxH			
FCDJCBPM_02088	CDS	651	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
FCDJCBPM_02089	gene	324				
FCDJCBPM_02089	CDS	324				hypothetical protein
FCDJCBPM_02090	gene	1125	anmK			
FCDJCBPM_02090	CDS	1125	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
FCDJCBPM_02091	gene	468	slyB			
FCDJCBPM_02091	CDS	468	slyB		COG3133	Outer membrane lipoprotein SlyB
FCDJCBPM_02092	gene	435	slyA_4			
FCDJCBPM_02092	CDS	435	slyA_4			Transcriptional regulator SlyA
FCDJCBPM_02093	gene	249				
FCDJCBPM_02093	CDS	249				hypothetical protein
FCDJCBPM_02094	gene	408	gloA			
FCDJCBPM_02094	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
FCDJCBPM_02095	gene	705	rnt			
FCDJCBPM_02095	CDS	705	rnt	3.1.13.-	COG0847	Ribonuclease T
FCDJCBPM_02096	gene	348	grxD			
FCDJCBPM_02096	CDS	348	grxD		COG0278	Glutaredoxin 4
FCDJCBPM_02097	gene	963				
FCDJCBPM_02097	CDS	963				hypothetical protein
FCDJCBPM_02098	gene	90				
FCDJCBPM_02098	CDS	90				hypothetical protein
FCDJCBPM_02099	gene	1020	purR_2			
FCDJCBPM_02099	CDS	1020	purR_2		COG1609	HTH-type transcriptional repressor PurR
FCDJCBPM_02100	gene	1152	cfa			
FCDJCBPM_02100	CDS	1152	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
FCDJCBPM_02101	gene	618	ribC			
FCDJCBPM_02101	CDS	618	ribC	2.5.1.9	COG0307	Riboflavin synthase
FCDJCBPM_02102	gene	1374	mdtK_2			
FCDJCBPM_02102	CDS	1374	mdtK_2		COG0534	Multidrug resistance protein MdtK
FCDJCBPM_02103	gene	77				
FCDJCBPM_02103	tRNA	77				tRNA-Val(gac)
FCDJCBPM_02104	gene	77				
FCDJCBPM_02104	tRNA	77				tRNA-Val(gac)
FCDJCBPM_02105	gene	1413	pykF			
FCDJCBPM_02105	CDS	1413	pykF	2.7.1.40	COG0469	Pyruvate kinase I
FCDJCBPM_02106	gene	246				
FCDJCBPM_02106	CDS	246				hypothetical protein
FCDJCBPM_02107	gene	237	lpp1			
FCDJCBPM_02107	CDS	237	lpp1			Major outer membrane lipoprotein Lpp 1
FCDJCBPM_02108	gene	1008	ycfS			
FCDJCBPM_02108	CDS	1008	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
FCDJCBPM_02109	gene	417	sufE			
FCDJCBPM_02109	CDS	417	sufE		COG2166	Cysteine desulfuration protein SufE
FCDJCBPM_02110	gene	1224	sufS			
FCDJCBPM_02110	CDS	1224	sufS	2.8.1.7	COG0520	Cysteine desulfurase
FCDJCBPM_02111	gene	1287	sufD			
FCDJCBPM_02111	CDS	1287	sufD		COG0719	FeS cluster assembly protein SufD
FCDJCBPM_02112	gene	747	sufC			
FCDJCBPM_02112	CDS	747	sufC		COG0396	putative ATP-dependent transporter SufC
FCDJCBPM_02113	gene	1506	sufB			
FCDJCBPM_02113	CDS	1506	sufB		COG0719	FeS cluster assembly protein SufB
FCDJCBPM_02114	gene	375	sufA			
FCDJCBPM_02114	CDS	375	sufA		COG0316	Protein SufA
FCDJCBPM_02115	gene	1197	yhhS_2			
FCDJCBPM_02115	CDS	1197	yhhS_2			putative MFS-type transporter YhhS
FCDJCBPM_02116	gene	426	menI			
FCDJCBPM_02116	CDS	426	menI	3.1.2.28	COG2050	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
FCDJCBPM_02117	gene	3081				
FCDJCBPM_02117	CDS	3081			COG0247	putative protein
FCDJCBPM_02118	gene	1101	ydiK			
FCDJCBPM_02118	CDS	1101	ydiK		COG0628	Putative transport protein YdiK
FCDJCBPM_02119	gene	2376	ppsA			
FCDJCBPM_02119	CDS	2376	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
FCDJCBPM_02120	gene	822	ppsR			
FCDJCBPM_02120	CDS	822	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
FCDJCBPM_02121	gene	1047	aroH			
FCDJCBPM_02121	CDS	1047	aroH	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive
FCDJCBPM_02122	gene	1113				
FCDJCBPM_02122	CDS	1113				hypothetical protein
FCDJCBPM_02123	gene	1452	selO			
FCDJCBPM_02123	CDS	1452	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
FCDJCBPM_02124	gene	1017	lplA			
FCDJCBPM_02124	CDS	1017	lplA	6.3.1.20	COG0095	Lipoate-protein ligase A
FCDJCBPM_02125	gene	468	mepS_2			
FCDJCBPM_02125	CDS	468	mepS_2	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
FCDJCBPM_02126	gene	786	btuD_5			
FCDJCBPM_02126	CDS	786	btuD_5	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
FCDJCBPM_02127	gene	552	btuE			
FCDJCBPM_02127	CDS	552	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
FCDJCBPM_02128	gene	1005	btuC_2			
FCDJCBPM_02128	CDS	1005	btuC_2		COG4139	Vitamin B12 import system permease protein BtuC
FCDJCBPM_02129	gene	462				
FCDJCBPM_02129	CDS	462				hypothetical protein
FCDJCBPM_02130	gene	297	ihfA			
FCDJCBPM_02130	CDS	297	ihfA		COG0776	Integration host factor subunit alpha
FCDJCBPM_02131	gene	2388	pheT			
FCDJCBPM_02131	CDS	2388	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
FCDJCBPM_02132	gene	984	pheS			
FCDJCBPM_02132	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
FCDJCBPM_02133	gene	357	rplT			
FCDJCBPM_02133	CDS	357	rplT		COG0292	50S ribosomal protein L20
FCDJCBPM_02134	gene	198	rpmI			
FCDJCBPM_02134	CDS	198	rpmI		COG0291	50S ribosomal protein L35
FCDJCBPM_02135	gene	342	infC			
FCDJCBPM_02135	CDS	342	infC		COG0290	Translation initiation factor IF-3
FCDJCBPM_02136	gene	1929	thrS			
FCDJCBPM_02136	CDS	1929	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
FCDJCBPM_02137	gene	795				
FCDJCBPM_02137	CDS	795				hypothetical protein
FCDJCBPM_02138	gene	879				
FCDJCBPM_02138	CDS	879				hypothetical protein
FCDJCBPM_02139	gene	840				
FCDJCBPM_02139	CDS	840				hypothetical protein
FCDJCBPM_02140	gene	3567	cdiA2			
FCDJCBPM_02140	CDS	3567	cdiA2	3.1.-.-		tRNA nuclease CdiA-2
FCDJCBPM_02141	gene	1731	shlB			
FCDJCBPM_02141	CDS	1731	shlB			Hemolysin transporter protein ShlB
FCDJCBPM_02142	gene	873				
FCDJCBPM_02142	CDS	873		2.7.1.-	COG3001	putative ketoamine kinase
FCDJCBPM_02143	gene	549				
FCDJCBPM_02143	CDS	549				hypothetical protein
FCDJCBPM_02144	gene	666	hxpB			
FCDJCBPM_02144	CDS	666	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
FCDJCBPM_02145	gene	342				
FCDJCBPM_02145	CDS	342				hypothetical protein
FCDJCBPM_02146	gene	837	kduI			
FCDJCBPM_02146	CDS	837	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
FCDJCBPM_02147	gene	762	kduD_2			
FCDJCBPM_02147	CDS	762	kduD_2	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
FCDJCBPM_02148	gene	591	ydjM			
FCDJCBPM_02148	CDS	591	ydjM		COG1988	Inner membrane protein YdjM
FCDJCBPM_02149	gene	2277	katE			
FCDJCBPM_02149	CDS	2277	katE	1.11.1.6	COG0753	Catalase HPII
FCDJCBPM_02150	gene	564	betI_2			
FCDJCBPM_02150	CDS	564	betI_2			HTH-type transcriptional regulator BetI
FCDJCBPM_02151	gene	582	betI_3			
FCDJCBPM_02151	CDS	582	betI_3			HTH-type transcriptional regulator BetI
FCDJCBPM_02152	gene	1434	oprM_2			
FCDJCBPM_02152	CDS	1434	oprM_2		COG1538	Outer membrane protein OprM
FCDJCBPM_02153	gene	3162	mexB			
FCDJCBPM_02153	CDS	3162	mexB		COG0841	Multidrug resistance protein MexB
FCDJCBPM_02154	gene	1158	ttgA			
FCDJCBPM_02154	CDS	1158	ttgA			putative efflux pump periplasmic linker TtgA
FCDJCBPM_02155	gene	339	osmE			
FCDJCBPM_02155	CDS	339	osmE			Osmotically-inducible putative lipoprotein OsmE
FCDJCBPM_02156	gene	825	nadE			
FCDJCBPM_02156	CDS	825	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
FCDJCBPM_02157	gene	894	hdfR_6			
FCDJCBPM_02157	CDS	894	hdfR_6			HTH-type transcriptional regulator HdfR
FCDJCBPM_02158	gene	468	spy			
FCDJCBPM_02158	CDS	468	spy		COG3678	Periplasmic chaperone Spy
FCDJCBPM_02159	gene	1461				
FCDJCBPM_02159	CDS	1461				hypothetical protein
FCDJCBPM_02160	gene	1296				
FCDJCBPM_02160	CDS	1296				hypothetical protein
FCDJCBPM_02161	gene	708	chaC			
FCDJCBPM_02161	CDS	708	chaC	4.3.2.7	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
FCDJCBPM_02162	gene	231	chaB			
FCDJCBPM_02162	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
FCDJCBPM_02163	gene	1095	chaA			
FCDJCBPM_02163	CDS	1095	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
FCDJCBPM_02164	gene	1791	dauA_2			
FCDJCBPM_02164	CDS	1791	dauA_2		COG0659	C4-dicarboxylic acid transporter DauA
FCDJCBPM_02165	gene	855	kdsA			
FCDJCBPM_02165	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
FCDJCBPM_02166	gene	810				
FCDJCBPM_02166	CDS	810				hypothetical protein
FCDJCBPM_02167	gene	849	prmC_2			
FCDJCBPM_02167	CDS	849	prmC_2	2.1.1.297	COG2890	Release factor glutamine methyltransferase
FCDJCBPM_02168	gene	1083	prfA			
FCDJCBPM_02168	CDS	1083	prfA		COG0216	Peptide chain release factor RF1
FCDJCBPM_02169	gene	1263	hemA			
